  Lines          Copies        Function name
       2 (0.0%)      1 (0.0%)  <&T as core::borrow::Borrow<T>>::borrow
       2 (0.0%)      1 (0.0%)  <ra_parser::syntax_kind::generated::SyntaxKind as core::clone::Clone>::clone
       2 (0.0%)      1 (0.0%)  <rustc_hash::FxHasher as core::hash::Hasher>::finish
       2 (0.0%)      1 (0.0%)  <std::collections::hash::map::Keys<K,V> as core::iter::traits::iterator::Iterator>::next::{{closure}}
       2 (0.0%)      1 (0.0%)  <std::collections::hash::map::ValuesMut<K,V> as core::iter::traits::iterator::Iterator>::next::{{closure}}
       2 (0.0%)      1 (0.0%)  <text_size::size::TextSize as core::clone::Clone>::clone
       2 (0.0%)      1 (0.0%)  <usize as core::ops::bit::BitXor>::bitxor
       2 (0.0%)      1 (0.0%)  core::clone::impls::<impl core::clone::Clone for i32>::clone
       2 (0.0%)      1 (0.0%)  core::clone::impls::<impl core::clone::Clone for u32>::clone
       2 (0.0%)      1 (0.0%)  core::clone::impls::<impl core::clone::Clone for u8>::clone
       2 (0.0%)      1 (0.0%)  core::clone::impls::<impl core::clone::Clone for usize>::clone
       2 (0.0%)      1 (0.0%)  core::option::Option<&T>::copied::{{closure}}
       2 (0.0%)      1 (0.0%)  core::slice::<impl [T]>::as_mut_ptr
       2 (0.0%)      1 (0.0%)  core::str::<impl str>::as_ptr
       2 (0.0%)      1 (0.0%)  hashbrown::raw::bitmask::BitMask::any_bit_set
       2 (0.0%)      1 (0.0%)  text_size::size::<impl core::convert::From<text_size::size::TextSize> for usize>::from
       1 (0.0%)      1 (0.0%)  <[T; 4] as smallvec::Array>::size
       1 (0.0%)      1 (0.0%)  <core::marker::PhantomData<T> as core::clone::Clone>::clone
       1 (0.0%)      1 (0.0%)  <core::marker::PhantomData<T> as core::cmp::PartialEq>::eq
       1 (0.0%)      1 (0.0%)  <core::str::pattern::MatchOnly as core::str::pattern::TwoWayStrategy>::use_early_reject
       1 (0.0%)      1 (0.0%)  <core::str::pattern::RejectAndMatch as core::str::pattern::TwoWayStrategy>::use_early_reject
       1 (0.0%)      1 (0.0%)  <ra_ssr::parsing::NodeKind as core::clone::Clone>::clone
       1 (0.0%)      1 (0.0%)  <rustc_hash::FxHasher as core::default::Default>::default
       1 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::PartialEq for ()>::eq
       1 (0.0%)      1 (0.0%)  core::hint::unreachable_unchecked
       1 (0.0%)      1 (0.0%)  core::num::NonZeroUsize::get
       1 (0.0%)      1 (0.0%)  core::ptr::null
       1 (0.0%)      1 (0.0%)  core::ptr::null_mut
       1 (0.0%)      1 (0.0%)  core::str::<impl str>::find::{{closure}}
       1 (0.0%)      1 (0.0%)  hashbrown::raw::h1
       1 (0.0%)      1 (0.0%)  parking_lot_core::parking_lot::deadlock::acquire_resource
       1 (0.0%)      1 (0.0%)  parking_lot_core::parking_lot::deadlock::release_resource
       1 (0.0%)      1 (0.0%)  text_size::range::TextRange::end
       1 (0.0%)      1 (0.0%)  text_size::range::TextRange::start
